x1,x2,x3,x4,y
0.3325,0.485,2.88,107.12,0.3762
0.6435,0.48,3.06,113.68,3.4671
0.583,4.2,2.91,122.96,2.0706
0.3675,3.64,3.03,121.8,3.6576
0.23,0.525,1.44,86.24,0.092
0.1545,0.45,3.21,132,2.3114
0.679,0.515,1.425,80.96,0.26
0.605,0.54,1.59,122.96,0.8188
0.5665,2.07,2.82,83.6,0.4641
0.707,0.485,1.575,111.36,0.6656
0.4725,0.515,3.18,110.24,0.361
0.1605,0.48,1.62,104.4,0.3534
0.495,2.0475,2.88,88.35,0.245
0.1575,4.16,2.94,114.4,2.3816
0.1605,2.025,1.365,79.2,0.0535
0.4725,0.54,1.425,109.2,0.2725
0.153,2.475,3.18,138.43,2.4732
0.714,3.96,1.365,96.72,1.026
0.329,3.84,3.18,88,1.3984
0.644,2.385,2.76,89.28,1.4136
0.371,0.48,2.73,84.48,0.2415
0.45,3.76,1.44,126.72,3.8164
0.477,0.49,2.85,122.76,3.9624
0.27,2.4075,1.38,95.68,1.0098
0.1575,2.43,1.47,141.24,0.918
0.5555,2.4525,1.5,106.08,0.51
0.141,4.32,1.62,79.2,0.1404
0.6825,2.3625,3.21,129.36,3.81
0.6175,0.525,1.365,110.2,0.3534
0.714,2.3175,1.455,109.04,2.3368
0.5915,0.505,2.94,95.04,0.3876
0.605,4.32,1.59,113.36,1.4896
0.4545,3.92,1.47,123.19,3.7736
0.5885,3.68,1.5,137.28,3.9312
0.477,2.025,2.94,95.92,0.225
0.5885,2.3175,1.35,93.93,0.4692
0.686,4.28,1.35,137.16,3.6946
0.728,3.72,3.21,113.36,2.1924
0.322,3.64,3.24,117.16,2.4638
0.23,3.8,2.97,104,0.3496
0.561,2.43,1.65,102.3,0.5508
0.4815,2.2275,2.97,93.93,0.4794
0.594,2.25,2.85,93.28,0.3876
0.714,0.545,1.575,139.92,1.4592
0.637,2.1375,1.35,141.24,1.444
0.658,4.16,2.97,99.51,0.9612
0.735,0.525,1.395,120.12,1.3462
0.65,2.3175,1.35,138.6,2.5146
0.605,0.475,1.515,126.44,0.9434
0.486,0.455,1.5,139.7,0.418
0.6825,2.205,1.38,94.64,0.684
0.6175,0.455,3.12,133.35,1.9864
0.35,3.76,2.88,139.7,4.9813
0.441,4.32,1.65,121.44,4.4786
0.405,0.51,1.53,80.08,0.1183
0.2425,3.76,1.605,125.73,4.8899
0.77,3.92,1.65,124.08,3.9624
0.6045,3.68,2.73,109.04,2.54
0.477,2.1825,2.82,98.8,2.03
0.343,0.455,3.21,121.8,0.9792
0.329,2.2725,3,85.36,0.4896
0.528,2.16,1.515,91.52,0.144
0.1515,2.16,1.365,104.4,0.5457
0.5915,4.4,1.47,128.04,3.857
0.1515,0.49,2.7,93.6,0.798
0.165,2.3175,1.575,94.86,0.26
0.3325,0.495,2.76,135.89,1.0302
0.141,4.24,3.09,85.36,0.3686
0.147,4.2,2.94,138.43,3.5052
0.414,2.0475,3.24,95.79,0.1575
0.4545,3.6,1.515,120.65,4.6224
0.141,2.3625,1.5,83.7,0.1425
0.63,3.88,3,132,3.9243
0.3185,4.04,3.24,111.28,0.9588
0.5005,2.3175,1.515,128.27,0.7068
0.5665,2.025,1.515,116.84,2.3876
0.26,2.0925,1.56,142.56,0.4896
0.714,0.55,1.485,118.32,1.397
0.561,0.48,3.06,123.19,3.05
0.6435,2.3175,1.59,87.42,0.2275
0.2325,3.84,1.635,90.21,0.117
0.611,0.45,3.18,116,1.026
0.35,2.0925,2.94,113.68,2.4961
0.6695,3.64,1.65,95.68,0.9486
0.27,0.53,3.3,138.43,1.5656
0.4815,3.84,3.18,92.4,0.608
0.63,4.24,2.73,111.28,1.1856
0.378,3.6,1.62,82.72,0.13
0.2325,3.72,1.35,120.12,4.8442
0.6305,4.36,2.82,104,0.3648
0.343,3.64,1.485,108.16,0.225
0.756,2.1375,1.44,125.28,1.6554
0.2525,2.34,1.44,104.4,0.7828
0.3395,3.72,1.605,120.64,1.8879
0.235,0.45,1.62,122.76,0.2325
0.1485,2.1375,2.76,110.2,1.8868
0.245,2.3175,3.3,125.28,2.4503
0.749,2.0925,1.545,113.68,2.3876
0.2625,2.385,3.18,88.35,0.3724
0.6175,2.025,3.27,95.04,1.122
0.364,2.1375,1.47,135.89,0.9486
0.423,0.455,1.38,118.11,1.1811
0.432,2.43,3.03,89.76,0.7904
0.329,0.475,2.97,114.84,0.8132
0.598,4.2,2.7,80.08,1.1058
0.245,2.385,2.73,142.56,1.4136
0.702,3.96,1.545,101.37,0.9588
0.144,0.505,3.18,145.2,2.061
0.5335,0.465,3.24,89.28,0.135
0.3255,3.96,2.85,111.36,3.2635
0.707,0.46,1.515,90.64,0.4104
0.4545,4.4,1.455,111.36,1.9082
0.3255,4.28,2.97,124.12,3.81
0.742,2.025,3.24,107.12,1.5048
0.506,0.51,1.53,92.07,0.1417
0.728,4.28,3.15,88.35,1.9894
0.6435,3.6,1.47,98.8,0.198
0.3325,2.0475,3.3,118.8,1.869
0.594,3.84,1.605,135.96,4.6614
0.7085,0.495,3.06,130.81,3.6668
0.329,2.475,1.41,99.51,0.1365
0.65,0.505,1.56,138.6,0.6848
0.315,2.16,3,95.79,0.342
0.611,2.385,1.515,98.58,0.2725
0.162,0.45,2.85,92.07,0.27
0.385,3.88,1.635,97.65,0.13
0.336,2.43,2.7,126.72,1.444
0.1515,0.535,2.82,109.2,0.7524
0.459,3.68,1.65,133.32,2.286
0.6045,2.2275,1.455,99.51,0.255
0.6955,3.76,1.47,113.68,2.54
0.689,3.6,1.575,125.28,1.0914
0.135,4.24,2.97,100.44,1.1058
0.468,2.4525,1.35,105.56,0.5253
0.2325,0.5,3.27,139.92,3.7719
0.506,2.4525,1.605,112.52,0.5202
0.255,4.24,2.79,106.08,0.342
0.432,2.07,3.24,86.24,0.8284
0.539,4.16,1.365,83.7,0.9384
0.672,0.535,1.65,138.6,1.691
0.5775,0.485,3.06,110.24,1.5504
0.265,0.46,2.85,115.57,1.5808
0.517,3.8,3.06,104,0.7254
0.735,3.96,2.88,121.44,4.9784
0.6825,3.6,3.06,101.37,0.9612
0.6695,4.04,2.76,118.11,4.0005
0.3815,0.465,3.03,96.8,0.2525
0.756,3.84,3.12,134.64,4.8899
0.686,0.53,3.15,113.36,1.6112
0.4725,4.4,1.455,132.08,4.8899
0.165,4.36,2.79,105.04,2.1068
0.159,3.8,1.59,96.72,0.3496
0.5335,0.49,1.515,93,0.5253
0.385,0.545,2.73,130.68,1.52
0.4905,0.465,1.455,133.32,1.4744
0.2625,2.2275,1.35,114.84,1.3335
0.2525,2.205,1.47,81.84,0.091
0.585,2.0925,3.24,143.88,4.1529
0.4905,4.24,1.605,81.84,0.969
0.5665,3.72,1.59,109.2,0.9486
0.644,4.36,1.485,128.04,3.429
0.686,2.0475,2.76,93.28,0.6992
0.637,0.525,2.82,124.08,3.5433
0.138,3.8,3.21,138.6,4.8442
0.1575,2.0925,3.12,126.44,1.6376
0.138,2.4075,3.15,125.28,2.0706
0.371,4.08,2.91,104,0.7098
0.6175,4.2,3.06,122.96,2.5654
0.4635,0.45,3.09,126.44,4.0767
0.245,0.465,1.515,122.76,1.3716
0.715,0.495,2.85,82.72,0.2525
0.26,0.515,1.425,138.43,0.3458
0.665,0.47,3.12,89.76,0.342
0.3465,2.0475,1.515,132,1.2192
0.2525,0.5,1.53,121.8,0.8188
0.742,2.115,1.53,92.07,0.2139
0.315,2.295,1.545,122.76,2.286
0.3395,4.28,1.38,101.37,0.9384
0.6955,4.04,1.35,119.38,2.8975
0.2375,3.72,1.635,90.64,0.1261
0.65,2.07,2.7,130.68,2.6924
0.2625,2.475,3.24,93,0.0792
0.147,2.25,2.97,93.28,0.141
0.5555,2.1825,1.515,114.4,0.1836
0.658,4.12,1.485,87.42,1.5504
0.3605,3.72,2.94,124.08,3.6195
0.3185,2.3175,3.3,132.08,2.061
0.3815,4.16,1.455,97.65,0.188
0.3325,2.43,1.515,139.7,2.4384
0.672,3.88,3,97.76,2.3114
0.763,3.92,1.65,118.8,3.2025
0.1515,2.475,2.79,122.76,2.1755
0.1605,3.96,3.06,106.08,2.5908
0.637,0.455,3.12,128.04,3.1415
0.6435,2.43,2.73,96.72,0.78
0.156,0.51,1.365,123.19,0.24
0.539,0.49,2.94,95.79,1.0602
0.336,0.48,1.62,107.12,1.0914
0.714,3.84,3.24,122.76,6.149
0.432,3.8,3.3,95.04,1.0488
0.4545,2.1825,1.365,93,0.088
0.441,4.32,1.47,137.28,4.1148
0.1455,3.88,1.545,127.6,1.6568
0.572,3.64,2.76,133.35,3.0805
0.3395,2.1375,1.44,129.54,2.3816
0.7,3.96,2.97,132,5.7018
0.1515,4.08,3.15,126.44,0.9282
0.689,2.115,3.3,122.96,3.233
0.5115,0.48,3.24,98.58,0.2093
0.477,3.6,3.12,135.89,4.6614
0.3535,4.36,1.38,114.84,2.7178
0.15,2.1825,3.12,112.32,0.7372
0.1515,2.0475,3.18,89.76,0.7068
0.77,4.04,2.7,137.16,4.4329
0.27,3.68,3.3,132.08,3.1415
0.1365,0.495,2.82,83.7,0.2139
0.63,4.04,1.515,95.92,0.9486
0.528,4.04,1.41,95.04,0.3876
0.572,0.525,1.41,137.28,1.4288
0.1425,2.25,3.03,133.32,1.1016
0.644,0.46,2.82,80.08,0.7068
0.357,3.76,1.485,90.21,0.9282
0.2675,2.295,3.3,91.52,0.153
0.4095,2.2725,1.635,108.16,0.5355
0.3675,0.505,1.35,114.3,0.8544
0.3675,3.6,2.97,145.2,4.6736
0.357,3.64,3.03,96.72,1.3984
0.1425,2.2725,1.365,133.35,0.4998
0.35,2.16,1.605,114.3,1.1684
0.378,4.4,2.82,114.4,1.6112
0.147,2.3175,1.56,100.88,0.1248
0.5915,2.3625,1.44,100.88,0.5202
0.2625,4.04,2.91,119.38,2.928
0.255,2.0925,3.12,118.11,1.5352
0.378,0.535,1.5,120.64,1.0374
0.378,2.295,1.605,101.37,0.091
0.24,3.68,2.88,135.89,2.928
0.35,0.54,1.47,92.07,0.09
0.693,0.515,1.62,111.36,0.7372
0.3465,2.205,1.455,97.65,0.2675
0.3535,2.2275,1.59,93,0.0744
0.3395,3.88,2.88,83.6,1.122
0.138,4.12,1.575,138.6,1.5352
0.315,3.76,1.5,98.58,0.117
0.637,0.475,1.365,119.38,1.122
0.686,0.475,1.65,113.36,0.3496
0.4905,3.68,1.56,105.04,0.216
0.651,4.28,3.18,83.7,1.5352
0.4365,0.515,2.76,128.04,4.1148
0.4365,0.515,2.85,138.6,3.7338
0.65,2.4525,2.91,120.65,2.6924
0.495,0.45,2.97,118.8,4.0386
0.385,2.43,3.24,98.58,0.0832
0.651,4,1.35,134.62,4.2224
0.1545,2.1375,1.53,109.2,0.3572
0.715,3.92,1.38,96.72,0.3496
0.672,3.88,1.455,97.76,1.122
0.153,0.505,1.485,134.64,0.418
0.275,2.16,1.44,88.35,0.159
0.45,2.115,2.7,137.16,3.5814
0.714,0.495,1.365,134.62,1.596
0.1545,3.8,1.635,114.84,0.969
0.364,0.465,3.21,95.68,0.9282
0.693,3.68,3.3,96.72,1.3984
0.6305,2.3175,1.44,141.24,1.8512
0.4455,2.0475,1.35,145.2,1.2573
0.4545,4.36,1.47,109.04,2.3622
0.3185,3.6,1.545,119.48,2.2213
0.15,0.495,1.635,127,0.4641
0.5555,2.2275,3.09,120.65,2.0628
0.1515,0.49,2.76,112.32,0.4998
0.2525,2.34,1.41,92.4,0.0768
0.5005,3.6,2.79,122.96,2.8365
0.265,0.515,1.455,101.92,0.1183
0.405,2.4525,2.82,137.16,2.667
0.4905,0.495,3.12,138.6,2.6924
0.707,4.16,1.47,96.72,0.23
0.5335,2.16,1.62,129.36,2.4638
0.357,2.16,1.395,97.65,0.5049
0.637,0.51,2.76,101.37,1.368
0.651,0.46,1.38,129.54,1.52
0.585,0.515,2.94,122.96,1.91
0.624,2.16,3.3,117.16,2.5146
0.735,3.8,1.545,96.72,0.51
0.405,2.475,1.485,133.35,0.4845
0.1395,3.6,2.7,93.93,0.6016
0.6825,0.54,2.85,110.2,1.0374
0.3185,2.3625,1.515,98.8,0.1692
0.4095,2.34,3.3,109.04,4.191
0.2475,0.5,1.62,141.24,0.4845
0.3255,0.525,1.44,132.08,1.2319
0.135,3.96,3.09,124.12,1.9082
0.5115,4.2,3.03,95.04,0.3648
0.459,0.46,1.515,139.92,1.1742
0.663,3.72,2.88,106.72,1.9488
0.749,3.8,3.3,110.2,3.6195
0.1395,2.115,1.5,142.56,2.286
0.2275,3.76,2.85,134.62,1.9082
0.423,2.43,1.455,91.14,0.091
0.672,4.36,1.515,130.68,3.7024
0.2475,2.4075,2.97,118.8,1.0608
0.275,0.545,1.65,107.88,1.2954
0.679,4.12,1.47,132,2.806
0.4635,2.3175,3.12,97.76,2.1315
0.749,2.2275,1.53,125.73,1.2954
0.5555,0.495,1.59,88.88,0.156
0.329,4.08,2.79,107.12,2.2127
0.6305,0.45,3.3,122.76,3.2635
0.3675,0.535,1.395,129.54,1.2573
0.15,0.515,1.35,95.92,0.1782
0.6825,2.2725,1.455,101.37,0.1
0.651,4.04,3.21,105.04,2.667
0.364,3.88,3.18,127,4.572
0.5915,2.07,3.18,120.12,2.4638
0.6565,3.6,1.635,107.12,1.2312
0.322,3.84,1.38,137.28,3.429
0.2625,4.36,1.575,83.7,0.1261
0.225,3.72,3.12,85.36,1.0608
0.1365,3.92,2.88,107.88,2.0706
0.742,2.025,3.15,98.58,0.235
0.2525,2.4525,3.21,107.88,2.1068
0.364,0.485,2.76,137.28,1.672
0.35,3.84,1.515,88,1.1172
0.138,4.36,1.65,85.36,0.245
0.63,3.92,1.605,123.19,3.204
0.1515,3.88,2.76,118.8,4.113
0.689,3.72,1.47,80.08,0.4947
0.735,0.505,2.97,113.36,1.9082
0.763,2.3175,3.06,105.56,2.286
0.477,2.25,3,105.56,2.413
0.721,4.2,2.94,89.28,2.0706
0.385,3.6,3,95.68,0.561
0.598,2.3175,3.15,110.2,3.5433
0.7085,2.205,3.09,117.16,2.8365
0.658,4.24,1.575,121.44,4.7528
0.506,2.115,2.7,112.52,2.7755
0.432,4,1.425,102.96,0.182
0.135,0.53,1.605,135.89,1.2954
0.27,4.12,1.44,96.72,0.836
0.486,3.6,1.59,94.86,1.3832
0.4095,4.36,1.545,93,0.3648
0.153,0.52,2.79,101.92,1.9285
0.265,0.46,2.79,134.64,1.4288
0.637,2.385,1.425,115.57,2.413
0.2725,4.08,3.18,129.54,2.4384
0.3395,2.475,3.27,104,1.958
0.414,3.6,1.455,102.96,0.25
0.159,3.88,1.455,106.72,2.413
0.486,2.43,2.85,92.4,0.26
0.658,0.505,2.88,133.35,2.5908
0.138,4.36,2.76,116,3.0195
0.624,0.52,3.09,80.96,0.6992
0.651,3.76,2.85,120.64,3.7338
0.265,0.52,1.35,123.19,0.3496
0.5335,3.76,3.12,88.88,1.368
0.3395,2.25,2.76,114.84,2.1755
0.2325,3.92,2.94,114.3,2.867
0.3535,2.3175,1.41,96.72,0.105
0.486,0.48,1.53,120.65,0.576
0.1575,2.3175,3.18,100.88,0.8132
0.3185,2.1825,2.85,101.37,0.399
0.756,2.0475,3.3,133.32,2.413
0.714,2.0925,1.59,132.08,1.0716
0.5335,3.92,1.365,132.08,3.2396
0.5555,0.55,2.76,90.21,0.2208
0.141,2.4525,1.635,120.65,1.0404
0.5995,4.4,1.59,95.04,0.4028
0.2625,0.48,1.395,100.44,0.1485
0.585,2.1825,3.18,120.64,2.3876
0.45,3.6,1.38,95.92,0.684
0.644,3.6,2.73,120.65,5.1428
0.707,2.205,1.425,112.52,1.3843
0.225,4.24,1.65,100.44,0.182
0.561,0.54,1.605,93.93,0.092
0.3675,2.4075,2.88,97.65,0.265
0.135,0.495,1.56,120.64,0.2575
0.135,2.0475,1.5,94.16,0.3534
0.141,0.55,2.88,120.64,2.1984
0.138,0.525,1.41,123.19,0.8811
0.5665,2.1825,1.44,90.64,0.0291
0.714,2.34,2.91,134.64,3.7338
0.3325,0.53,3.09,120.65,2.6162
0.5005,4.04,1.41,132,3.8481
0.55,2.4075,3.27,106.08,0.7448
0.672,0.54,1.455,113.68,1.52
0.5445,3.84,1.605,125.28,2.3587
0.405,2.3625,2.94,119.48,3.111
0.153,3.68,3.3,111.36,1.0608
0.385,2.16,3.21,88.35,0.6144
0.441,2.2725,2.7,93.93,0.165
0.637,3.92,2.79,139.92,4.6157
0.572,0.45,1.47,134.64,0.6336
0.364,0.55,1.44,96.72,0.1746
0.144,2.0475,3.06,105.56,1.7088
0.441,4.2,1.53,98.8,1.0914
0.245,0.47,1.365,142.56,1.3081
0.322,3.64,1.635,99.84,0.5049
0.5995,0.47,1.47,138.6,0.3914
0.4815,4.24,1.395,89.28,1.5048
0.35,0.545,2.85,124.46,1.1856
0.4545,3.84,3.06,98.58,0.836
0.4275,2.115,1.455,80.96,0.189
0.265,3.72,2.79,138.43,2.7755
0.385,0.5,2.94,128.27,1.5048
0.3605,4.16,3.27,142.56,3.7758
0.3255,4.36,1.56,109.04,2.7432
0.432,0.515,1.5,114.3,1.083
0.4365,3.72,1.53,113.36,0.2275
0.735,0.505,1.59,119.38,1.78
0.506,3.84,1.53,123.19,3.8448
0.663,0.505,2.85,142.56,3.9624
0.572,2.205,1.38,124.12,1.2573
0.689,2.3625,1.38,96.8,0.0744
0.15,0.46,1.41,97.65,0.4743
0.6955,2.025,1.53,105.56,1.02
0.3745,0.465,3.3,124.46,1.0098
0.265,3.88,3.03,101.92,0.5559
0.5005,2.0925,1.38,95.79,0.0485
0.138,0.485,2.73,85.36,0.2325
0.714,2.3175,2.94,121.8,3.294
0.624,0.535,2.94,127.6,3.5052
0.5445,4.2,3.24,86.24,1.827
0.245,3.84,1.44,138.43,2.0909
0.25,3.68,1.605,125.28,2.7178
0.25,0.535,2.91,98.8,1.0374
0.441,2.3175,1.59,109.04,0.9792
0.5995,0.485,1.365,101.92,0.1404
0.329,2.2275,2.91,126.44,2.1721
0.1515,2.43,3.12,127.6,1.3335
0.715,2.25,2.85,128.04,2.7178
0.468,2.115,1.395,82.72,0.186
0.138,3.64,1.485,116,2.233
0.459,0.515,2.91,138.43,2.0246
0.679,0.55,1.65,112.32,0.5202
0.605,0.495,1.62,105.04,0.1818
0.637,2.385,1.38,102.3,0.5406
0.1515,3.6,2.85,114.84,3.8862
0.651,4.28,3.3,126.72,2.867
0.3745,2.115,1.455,107.12,1.02
0.15,4.28,1.41,96.72,0.1183
0.6175,2.3625,1.65,125.73,1.0716
0.138,0.455,3.27,132,2.0819
0.651,2.475,3.09,129.36,2.5654
0.3255,3.68,2.79,94.64,0.5406
0.45,2.4075,3,120.64,3.597
0.2725,2.3625,1.605,89.28,0.216
0.156,2.3175,3.15,129.54,0.7296
0.364,0.5,2.76,125.73,1.672
0.5665,4.12,3.27,110.24,2.6162
0.3535,3.92,3.15,126.44,3.05
0.26,2.0925,1.47,81.84,0.1962
0.686,0.535,3.21,91.14,0.6916
0.1365,3.92,2.79,118.11,3.429
0.1635,2.385,1.44,114.3,0.5049
0.2425,4.2,2.91,109.2,1.0506
0.486,2.4075,2.82,117.16,2.5654
0.405,2.2725,1.47,87.12,0.4896
0.624,3.68,2.7,109.04,2.0909
0.2275,2.295,3.21,132,1.4288
0.5995,2.07,1.56,129.36,1.9402
0.364,0.53,1.53,133.32,0.608
0.441,2.1825,1.365,89.76,0.19
0.6565,3.64,1.38,100.88,0.188
0.322,0.48,1.485,125.28,1.2198
0.322,0.5,1.38,127,0.4142
0.3535,0.54,1.35,89.76,0.162
0.1425,2.1825,2.73,124.46,2.4732
0.7,0.545,1.38,95.92,0.0288
0.6305,0.49,1.35,104,0.1326
0.4275,4,1.41,105.04,0.918
0.265,4.2,3.21,119.48,0.9588
0.4725,3.8,1.47,112.52,2.4638
0.255,0.47,2.82,114.3,1.026
0.3465,0.46,1.455,96.8,0.3724
0.721,0.515,2.82,84.48,0.7752
0.35,4.36,1.47,134.64,2.8365
0.2525,0.51,1.485,134.62,0.5952
0.658,3.96,3.27,96.72,1.9046
0.2425,2.43,2.82,132.08,1.672
0.637,3.84,2.85,86.49,2.1518
0.6955,2.07,1.5,110.2,2.5654
0.5225,0.545,1.5,86.49,0.0515
0.1365,4.24,1.425,119.38,3.738
0.5775,4.24,1.47,128.04,3.7352
0.1635,2.1375,1.455,114.3,2.5654
0.715,0.515,3.03,124.12,2.6924
0.594,0.53,1.5,89.76,0.098
0.3185,0.48,1.485,104,0.9588
0.658,4.2,1.65,138.6,4.5243
0.594,0.48,1.365,129.36,0.6592
0.405,4.32,1.44,109.04,2.286
0.141,3.96,2.79,125.28,2.667
0.156,3.68,3.24,88.35,2.1112
0.721,0.505,3.3,96.72,1.7622
0.144,3.6,2.82,134.62,3.233
0.162,2.43,1.53,125.73,0.5406
0.432,0.53,2.79,127,2.3622
0.65,0.485,1.635,120.64,0.9588
0.414,2.3625,1.395,96.8,0.0321
0.3815,4.12,2.7,107.12,0.3648
0.3185,4.04,1.38,94.86,0.245
0.663,2.0475,3.18,122.76,4.0386
0.26,2.16,1.41,83.6,0.046
0.517,4.28,2.85,122.76,4.3872
0.138,0.47,2.79,122.96,1.5808
0.6175,0.54,1.53,108.16,0.8132
0.35,3.76,2.82,91.52,0.64
0.561,0.455,3.27,135.89,3.05
0.45,0.48,1.425,114.84,1.4288
0.4185,2.07,3.18,121.92,3.916
0.135,2.25,1.35,95.92,0.0728
0.4455,2.43,3.15,96.72,2.0909
0.2425,4.08,3.24,102.96,0.7296
0.329,2.0925,1.5,129.36,1.7088
0.63,3.68,1.455,102.3,0.3762
0.658,3.6,2.7,127,4.826
0.65,3.72,2.85,109.04,2.3587
0.364,4.08,1.56,118.11,4.8899
0.5995,0.545,3.24,130.81,1.1286
0.3395,4.36,1.365,119.38,3.7338
0.147,2.115,1.56,94.16,0.096
0.26,4.16,2.85,102.96,0.3914
0.539,2.4075,2.76,118.11,3.429
0.364,0.54,1.38,89.28,0.104
0.6825,2.1825,3.06,83.7,1.254
0.6045,0.52,1.5,101.92,0.7068
0.2675,2.0475,3.27,121.92,2.1924
0.4725,0.49,1.47,110.2,1.5656
0.4095,4.2,1.365,121.44,3.6195
0.728,0.45,1.575,85.56,0.204
0.3255,2.16,1.41,126.72,2.4892
0.6175,3.8,2.97,128.27,3.355
0.3465,2.205,1.575,109.2,0.3838
0.2675,0.5,3.06,138.43,1.52
0.663,4.08,3.03,114.84,3.5052
0.6175,0.485,3,101.92,1.5656
0.528,0.46,1.62,80.08,0.156
0.714,3.72,3.21,114.4,1.7622
0.156,2.115,1.635,120.12,1.1016
0.715,2.34,1.41,93.6,0.265
0.5995,0.475,3.15,90.21,0.1605
0.495,2.3175,1.44,89.76,0.1395
0.2725,0.51,1.425,93.28,0.093
0.322,4,3.06,128.04,4.3848
0.572,4.2,1.515,139.92,4.8899
0.144,0.55,2.94,125.73,1.4288
0.343,3.68,3.18,121.92,3.2396
0.715,4.12,2.88,143.88,2.9585
0.598,0.545,2.79,100.44,0.27
0.605,4.28,3.06,99.84,0.8034
0.63,2.115,3.06,89.28,0.561
0.1605,0.455,2.97,100.88,2.03
0.6305,3.92,1.5,98.58,0.7524
0.4815,2.25,1.41,110.2,1.2065
0.225,2.1825,3.03,134.62,1.0302
0.3325,0.505,2.94,88,0.2575
0.679,2.16,1.35,139.7,2.3368
0.594,0.53,1.425,93,0.182
0.506,2.025,1.65,99.84,0.4998
0.686,2.115,1.62,132,1.2954
0.651,3.96,1.515,99.51,1.6568
0.3465,0.545,2.82,101.37,0.1515
0.663,3.8,3.27,86.24,1.4288
0.385,0.51,1.485,118.8,0.6208
0.378,4.36,2.79,94.64,1.5352
0.672,2.4525,1.41,87.12,0.054
0.714,0.485,3.12,142.56,3.6576
0.728,0.545,1.38,85.36,0.144
0.1365,2.205,2.73,122.76,1.9894
0.4905,0.525,3.3,139.92,4.0005
0.2375,2.385,1.47,93,0.049
0.265,2.0475,2.82,128.04,2.3129
0.147,0.525,3.15,137.28,1.8473
0.3185,2.475,2.97,121.8,1.672
0.162,4.08,2.82,114.4,1.596
0.265,0.48,1.455,142.56,0.8188
0.1635,2.1375,2.97,138.43,1.9488
0.459,4.4,1.515,126.44,2.3622
0.2475,2.2725,1.635,86.24,0.099
0.1635,2.025,1.485,143.88,0.5151
0.3465,3.96,1.485,94.86,0.1248
0.707,2.4075,3.06,110.2,3.05
0.598,2.07,1.485,126.44,2.286
0.3815,2.34,1.515,95.68,0.235
0.7085,4.24,2.73,112.52,2.1924
0.539,0.47,1.38,132.08,1.0302
0.7085,2.385,3.03,107.12,1.6416
0.5915,2.43,1.62,96.8,0.5253
0.3605,4,2.85,137.28,3.6957
0.65,0.485,3.09,137.16,2.667
0.756,2.25,3.27,125.28,2.413
0.5115,0.505,1.56,91.52,0.097
0.2675,0.545,2.94,94.86,0.0872
0.2475,0.5,1.41,112.52,0.2725
0.2375,0.515,1.38,93.28,0.101
0.378,3.84,2.94,97.76,1.0404
0.55,0.505,3.15,106.08,1.596
0.2625,2.34,2.76,113.36,1.672
0.5445,3.76,2.88,108.16,1.3984
0.611,4.36,2.73,93.6,2.519
0.714,3.88,3.18,134.62,2.806
0.5915,4.28,3.09,117.16,2.1984
0.517,3.8,1.455,104,1.5808
0.245,0.525,1.365,134.64,0.399
0.5115,4.32,1.5,109.2,1.1058
0.763,2.4075,3.27,102.96,1.6568
0.1455,4.04,3.15,137.28,3.2635
0.135,0.46,2.76,126.72,1.0374
0.4815,2.0475,2.82,95.68,0.399
0.15,0.52,3.27,124.08,1.0812
0.432,0.515,1.44,133.32,0.245
0.441,0.475,3.27,121.44,2.8365
0.1395,2.1825,1.455,92.07,0.0784
0.329,0.5,1.635,119.38,1.5808
0.5775,2.3175,3,138.43,1.7763
0.3465,3.96,2.94,100.44,1.5504
0.715,4.28,3.06,121.92,3.05
0.1575,4.2,3.27,114.84,2.0909
0.4275,0.485,2.91,89.76,0.138
0.45,2.2725,1.575,120.64,1.0374
0.6175,0.495,1.53,124.12,1.52
0.506,0.525,2.91,107.12,2.413
0.637,2.295,3.3,135.96,4.0386
0.6175,2.4525,1.545,128.04,1.0812
0.4365,0.495,3.03,134.62,1.1856
0.378,0.525,3.3,135.96,1.6568
0.3255,0.53,2.91,128.04,2.0706
0.663,2.07,1.47,86.49,0.196
0.4905,4,3.03,142.56,5.1816
0.135,0.535,1.575,137.16,0.418
0.594,2.115,1.59,98.8,0.4104
0.3745,4.32,1.53,118.8,2.867
0.2625,3.92,3.3,109.04,2.7686
0.15,3.6,3.27,132,3.4532
0.689,4.16,1.545,134.64,3.2752
0.1455,2.475,3.12,107.88,2.4732
0.322,3.84,2.85,141.24,3.7758
0.357,0.46,1.56,106.08,0.3952
0.517,0.525,2.73,143.88,2.745
0.3605,2.115,1.41,83.7,0.1545
0.3605,2.4525,2.7,92.07,0.7904
0.495,2.25,2.76,110.2,2.8975
0.378,0.45,2.7,121.92,1.672
0.3675,0.505,1.53,83.6,0.0515
0.357,0.46,1.515,134.62,0.836
0.5995,0.485,3.3,80.96,0.4947
0.77,2.1375,1.515,99.84,0.3572
0.4905,3.6,3.09,138.6,5.588
0.357,0.505,3.3,92.07,0.418
0.4275,2.43,1.35,132.08,2.0909
0.3255,0.505,1.545,116.84,0.8722
0.735,0.49,1.455,116.84,0.5202
0.265,2.3175,3,111.28,1.3984
0.432,4.16,1.5,112.32,0.2525
0.1515,0.505,3.18,145.2,0.6992
0.3325,2.385,2.79,119.38,2.1755
0.714,0.545,1.5,111.36,0.9792
0.3535,2.34,2.85,94.86,0.265
0.728,2.43,1.59,89.28,0.204
0.689,0.525,3.06,127,2.745
0.25,3.84,1.59,89.28,0.1365
0.611,2.025,1.38,93.6,0.9384
